filename,energy_value,energy_normalization
215.png,114.3298654,0.642915036
216.png,96.29452924,0.231932775
217.png,113.9964343,0.635316938
218.png,110.0329406,0.544998377
219.png,93.17954645,0.160949753
220.png,91.92347404,0.132326861
221.png,121.1048522,0.797300814
222.png,93.17954645,0.160949753
223.png,113.086787,0.614588247
224.png,94.96875901,0.201721636
225.png,112.4655638,0.600432053
226.png,103.8386166,0.403844519
227.png,96.35528245,0.233317196
228.png,121.0934705,0.797041452
229.png,121.6080907,0.808768418
230.png,88.16238219,0.046620555
231.png,113.892952,0.632958823
232.png,114.1066223,0.637827859
233.png,111.9482883,0.588644579
234.png,119.0018618,0.749378683
235.png,111.9198257,0.587995984
236.png,120.7983337,0.790315989
237.png,111.0252044,0.5676097
238.png,127.2614502,0.937594987
239.png,116.6313764,0.695360979
240.png,116.2742577,0.687223096
241.png,104.5391321,0.419807595
242.png,111.4624728,0.577574004
243.png,108.3074365,0.505678257
244.png,98.80334936,0.289102797
245.png,110.8648008,0.563954485
246.png,103.3239702,0.392116956
247.png,127.9207111,0.952617969
248.png,106.5031643,0.4645632
249.png,109.1995704,0.526007859
250.png,97.46448494,0.258593273
251.png,100.5660266,0.329270004
252.png,115.6532032,0.673070746
253.png,99.37004708,0.302016486
254.png,124.57904,0.876469261
255.png,116.7016877,0.696963205
256.png,106.6441786,0.46777658
257.png,124.57904,0.876469261
258.png,114.6055347,0.649196882
259.png,113.9651676,0.634604444
260.png,106.9347433,0.474397856
261.png,94.98837829,0.202168713
262.png,112.7099236,0.60600043
263.png,114.6055347,0.649196882
264.png,93.99654282,0.17956715
265.png,100.2998918,0.323205427
266.png,108.2845073,0.505155755
267.png,103.873096,0.404630222
268.png,104.0256492,0.408106545
269.png,104.5350115,0.419713696
270.png,114.5243515,0.64734691
271.png,123.5009763,0.851902763
272.png,114.0845784,0.637325531
273.png,96.99279272,0.247844533
274.png,107.0875542,0.477880051
275.png,122.9574864,0.839517925
276.png,111.1369491,0.570156095
277.png,123.5657481,0.853378758
278.png,111.7088639,0.583188669
279.png,104.6939658,0.423335885
280.png,107.4703577,0.486603229
281.png,123.5657481,0.853378758
282.png,112.6974903,0.605717104
283.png,88.07217553,0.04456496
284.png,106.0369545,0.453939392
285.png,96.94981264,0.24686512
286.png,108.1759028,0.502680918
287.png,108.8868354,0.518881375
288.png,112.4832495,0.600835068
289.png,100.5542929,0.329002621
290.png,102.026819,0.362557976
291.png,104.1488121,0.410913134
292.png,106.3265131,0.460537741
293.png,97.10830046,0.250476679
294.png,110.3303851,0.551776427
295.png,111.2109785,0.571843049
296.png,118.3080052,0.733567347
297.png,106.4248349,0.46277826
298.png,111.5073379,0.578596372
299.png,114.4332704,0.64527139
300.png,105.6714145,0.445609608
301.png,111.2109785,0.571843049
302.png,96.70712452,0.241334837
303.png,121.2209032,0.799945339
304.png,107.2214405,0.480931001
305.png,103.7288935,0.401344191
306.png,121.2209032,0.799945339
307.png,113.5039859,0.624095214
308.png,139.3524711,1
309.png,98.99924007,0.293566679
310.png,116.4752533,0.691803306
311.png,120.2846023,0.778609277
312.png,120.9108861,0.79288079
313.png,115.7816993,0.675998866
314.png,108.8095698,0.517120677
315.png,104.136523,0.410633094
316.png,111.270795,0.573206124
317.png,108.055143,0.499929091
318.png,139.3524711,1
319.png,108.2406711,0.504156833
320.png,102.9567529,0.38374895
321.png,117.8031192,0.7220622
322.png,124.5285326,0.875318318
323.png,115.9047777,0.678803529
324.png,100.6037451,0.330129519
325.png,105.8049164,0.448651798
326.png,94.01301124,0.179942426
327.png,108.1009825,0.500973663
328.png,118.6290607,0.740883435
329.png,104.0560745,0.408799865
330.png,125.4034763,0.895256197
331.png,102.9373603,0.383307039
332.png,96.94627381,0.246784478
333.png,111.2109785,0.571843049
334.png,104.8086889,0.425950151
335.png,115.5988396,0.67183193
336.png,99.57178527,0.306613617
337.png,111.6655608,0.582201894
338.png,104.0560745,0.408799865
339.png,110.7980486,0.562433362
340.png,100.2832049,0.322825173
341.png,102.5804997,0.375175037
342.png,92.34210577,0.141866478
343.png,119.1634844,0.753061676
344.png,109.2821717,0.527890146
345.png,114.8350967,0.654428052
346.png,105.7630457,0.447697664
347.png,108.5932058,0.512190257
348.png,104.7228736,0.423994625
349.png,113.3242975,0.620000544
350.png,112.1425864,0.593072169
351.png,114.8591989,0.654977283
352.png,103.9009817,0.40526567
353.png,92.34210577,0.141866478
354.png,119.0768776,0.751088114
355.png,102.6138767,0.37593562
356.png,124.7679423,0.880773894
357.png,112.8788035,0.609848799
358.png,97.389211,0.256877959
359.png,105.885805,0.450495056
360.png,103.0645369,0.38620509
361.png,108.0283089,0.499317605
362.png,108.4392715,0.508682462
363.png,92.74040816,0.150942839
364.png,106.5718231,0.466127771
365.png,113.531021,0.624711279
366.png,108.5728823,0.511727133
367.png,109.1515409,0.524913382
368.png,98.63518611,0.285270758
369.png,108.6374752,0.513199051
370.png,115.1563868,0.661749486
371.png,115.1488738,0.661578283
372.png,96.08848958,0.227237623
373.png,97.72712013,0.264578102
374.png,122.3396906,0.825439834
375.png,107.7731488,0.493503116
376.png,111.251027,0.572755658
377.png,98.07131828,0.272421556
378.png,105.012729,0.430599738
379.png,103.243584,0.390285146
380.png,94.42183919,0.189258639
381.png,106.6912093,0.468848297
382.png,105.8382819,0.449412118
383.png,100.7794449,0.334133298
384.png,109.2345819,0.526805688
385.png,92.66195653,0.149155114
386.png,110.7293517,0.560867924
387.png,106.6912093,0.468848297
388.png,110.759624,0.561557757
389.png,92.00849239,0.134264226
390.png,105.9260364,0.451411833
391.png,116.7324451,0.697664093
392.png,114.2572898,0.641261212
393.png,103.2550806,0.390547126
394.png,115.3937381,0.667158156
395.png,108.1626629,0.502379212
396.png,103.7783703,0.402471649
397.png,116.9386558,0.702363143
398.png,108.8823504,0.518779173
399.png,93.47614001,0.167708412
400.png,94.035552,0.180456076
401.png,111.7929388,0.585104535
402.png,112.3259703,0.59725105
403.png,110.5012149,0.55566923
404.png,100.455444,0.326750091
405.png,108.2714634,0.504858516
406.png,110.3495552,0.552213268
407.png,104.5180638,0.419327498
408.png,104.6473733,0.422274153
409.png,101.9385584,0.360546728
410.png,111.2817004,0.573454632
411.png,95.49347497,0.21367866
412.png,122.1841936,0.821896428
413.png,108.1283656,0.501597659
414.png,102.7200215,0.378354406
415.png,110.8515363,0.563652219
416.png,117.5080715,0.715338767
417.png,117.2623965,0.70974042
418.png,97.33350262,0.255608498
419.png,98.24907996,0.276472321
420.png,122.1748545,0.821683612
421.png,99.7093803,0.30974908
422.png,114.8705342,0.655235588
423.png,97.58219048,0.261275501
424.png,108.5278467,0.51070088
425.png,99.44067376,0.303625899
426.png,118.1177221,0.729231249
427.png,105.9985787,0.453064899
428.png,104.9312898,0.428743933
429.png,110.6024301,0.557975683
430.png,106.0868632,0.455076692
431.png,105.9330314,0.451571233
432.png,104.1349602,0.410597482
433.png,104.6574104,0.422502875
434.png,107.023439,0.476419019
435.png,99.50871778,0.30517646
436.png,120.193523,0.776533797
437.png,124.2964585,0.870029903
438.png,120.301692,0.77899871
439.png,111.3740977,0.575560146
440.png,96.13498582,0.228297161
441.png,116.0554371,0.682236697
442.png,113.6074974,0.626453994
443.png,124.617888,0.877354514
444.png,100.7938579,0.334461736
445.png,112.2840894,0.596296685
446.png,118.1306268,0.729525317
447.png,99.26873013,0.299707714
448.png,105.8853205,0.450484015
449.png,101.5524801,0.351748925
450.png,99.74476556,0.310555425
451.png,111.8418778,0.586219738
452.png,106.980582,0.47544241
453.png,113.4773482,0.623488204
454.png,105.4961035,0.441614689
455.png,111.3209925,0.574350005
456.png,88.32938519,0.050426155
457.png,112.3431944,0.597643547
458.png,132.578621,1
459.png,129.2302385,0.982458973
460.png,87.62821375,0.034448131
461.png,115.6221722,0.672363624
462.png,97.89002412,0.268290295
463.png,102.6140577,0.375939744
464.png,97.788845,0.265984664
465.png,107.4764922,0.48674302
466.png,105.5448075,0.442724537
467.png,122.0434961,0.818690268
468.png,124.9714189,0.88541064
469.png,123.0993263,0.842750118
470.png,105.2092351,0.435077643
471.png,120.4112665,0.781495651
472.png,112.8005885,0.608066466
473.png,109.5109612,0.533103712
474.png,122.898879,0.838182403
475.png,100.9555263,0.338145772
476.png,107.9829477,0.498283932
477.png,112.9963962,0.612528456
478.png,124.8082819,0.881693137
479.png,104.1324178,0.410539547
480.png,112.1980318,0.594335637
481.png,118.9507773,0.748214589
482.png,109.1731147,0.525404997
483.png,108.6712904,0.513969619
484.png,108.4951407,0.509955588
485.png,110.9766871,0.566504107
486.png,105.3160956,0.437512738
487.png,117.4809102,0.714719826
488.png,108.726658,0.515231314
489.png,125.2133049,0.890922644
490.png,116.1331976,0.684008673
491.png,106.2277634,0.458287471
492.png,114.0953079,0.637570031
493.png,123.9333902,0.861756443
494.png,94.73490587,0.196392681
495.png,111.6919128,0.582802393
496.png,106.6884931,0.468786401
497.png,107.2012469,0.480470837
498.png,97.5528791,0.260607565
499.png,101.0046025,0.339264102
500.png,116.1612774,0.684648544
501.png,109.5454766,0.533890236
502.png,98.57903033,0.283991102
503.png,110.9628641,0.566189114
504.png,107.4187308,0.485426776
505.png,117.3530653,0.711806546
506.png,106.3168166,0.460316781
507.png,103.5752174,0.39784228
508.png,101.0143172,0.339485477
509.png,112.0821159,0.591694191
510.png,116.3903784,0.689869209
511.png,115.8907679,0.678484279
512.png,92.31113479,0.141160724
513.png,112.6150912,0.603839426
514.png,114.323973,0.642780763
515.png,109.9029863,0.542037029
516.png,105.2296555,0.435542975
517.png,120.918782,0.793060718
518.png,114.6188369,0.649500007
519.png,107.4832826,0.486897757
520.png,107.5162647,0.48764934
521.png,98.49253298,0.282020034
522.png,108.3762017,0.507245252
523.png,108.2260522,0.503823703
524.png,121.3539112,0.802976274
525.png,109.2305358,0.526713487
526.png,108.2129192,0.503524434
527.png,112.8911473,0.610130085
528.png,109.2073984,0.526186241
529.png,112.951205,0.611498657
530.png,95.14016262,0.205627515
531.png,97.48529765,0.259067545
532.png,101.0789061,0.340957304
533.png,110.7130342,0.560496087
534.png,113.2292276,0.617834128
535.png,96.22210827,0.230282474
536.png,97.88642995,0.268208392
537.png,95.72057277,0.218853677
538.png,108.4606121,0.509168763
539.png,95.6621479,0.217522314
540.png,119.6220578,0.763511469
541.png,107.9671708,0.497924414
542.png,93.60393127,0.17062047
543.png,105.3493027,0.438269449
544.png,105.2921618,0.436967344
545.png,110.3550106,0.552337583
546.png,103.6159168,0.398769722
547.png,103.6708374,0.400021231
548.png,107.7985834,0.49408271
549.png,97.81543567,0.266590602
550.png,110.8668531,0.564001252
551.png,97.28930713,0.254601389
552.png,99.14623948,0.296916445
553.png,91.9599888,0.133158945
554.png,103.910586,0.405484529
555.png,102.2926964,0.368616687
556.png,110.4518807,0.554545022
557.png,116.437241,0.690937096
558.png,112.395414,0.598833507
559.png,121.4018172,0.804067938
560.png,112.4187393,0.599365034
561.png,107.462799,0.486430985
562.png,102.4348119,0.37185516
563.png,109.526911,0.53346717
564.png,93.06718174,0.158389229
565.png,98.99436451,0.293455576
566.png,97.71956181,0.264405866
567.png,94.08848807,0.181662363
568.png,94.52233047,0.191548595
569.png,90.73251926,0.105187844
570.png,128.8853357,0.974599461
571.png,138.5204224,1
572.png,110.5631616,0.557080848
573.png,109.9422428,0.542931591
574.png,109.9836918,0.543876114
575.png,117.6470787,0.71850641
576.png,107.7828591,0.49372439
577.png,117.8933313,0.724117918
578.png,107.0302933,0.476575212
579.png,103.6248109,0.398972397
580.png,120.0137712,0.772437682
581.png,108.1386509,0.501832036
582.png,97.09567957,0.250189079
583.png,120.7759054,0.789804902
584.png,107.011772,0.476153156
585.png,116.7947056,0.699082861
586.png,119.4609539,0.759840296
587.png,112.962996,0.611767346
588.png,107.304628,0.482826645
589.png,110.8021952,0.562527853
590.png,92.75556962,0.151288333
591.png,107.63201,0.490286899
592.png,93.27158139,0.163047009
593.png,107.5378017,0.488140117
594.png,89.91174846,0.086484437
595.png,119.007918,0.749516689
596.png,106.7182862,0.469465315
597.png,131.4636446,1
598.png,111.7780211,0.584764596
599.png,112.2608636,0.595767424
600.png,111.7289507,0.583646399
601.png,116.016746,0.681355019
602.png,106.6788101,0.468565749
603.png,101.0728183,0.340818577
604.png,107.257154,0.481744826
605.png,99.85116618,0.312980041
606.png,104.1612511,0.411196589
607.png,113.9430712,0.63410092
608.png,106.988354,0.475619516
609.png,106.8547422,0.472574822
610.png,102.8697226,0.381765737
611.png,105.0635051,0.431756804
612.png,102.8697226,0.381765737
613.png,116.5680168,0.693917165
614.png,87.33045483,0.027662916
615.png,102.6953609,0.37779245
616.png,108.7339148,0.51539668
617.png,98.77126593,0.288371692
618.png,112.0345325,0.590609879
619.png,108.3393592,0.506405699
620.png,112.7974519,0.607994991
621.png,100.8319742,0.335330315
622.png,106.988354,0.475619516
623.png,120.5252742,0.784093615
624.png,108.274785,0.504934207
625.png,98.86680985,0.29054891
626.png,112.9838679,0.612242966
627.png,103.7071671,0.400849098
628.png,103.1364916,0.387844766
629.png,106.988354,0.475619516
630.png,124.035359,0.864080069
631.png,97.90395582,0.268607765
632.png,113.2929382,0.619285941
633.png,107.6028543,0.489622511
634.png,87.20177862,0.024730693
635.png,122.379575,0.826348704
636.png,100.5978949,0.329996207
637.png,100.0059499,0.316507193
638.png,126.88401,0.928994026
639.png,104.6238405,0.421737897
640.png,108.314569,0.50584079
641.png,114.2252617,0.640531368
642.png,107.2595622,0.481799703
643.png,112.9514186,0.611503524
644.png,112.1275528,0.592729589
645.png,94.44671684,0.189825541
646.png,116.8001654,0.699207277
647.png,111.3169021,0.574256795
648.png,107.8298631,0.494795499
649.png,95.62065814,0.216576861
650.png,114.5755022,0.648512513
651.png,111.3621656,0.575288242
652.png,110.93555,0.565566691
653.png,114.5248428,0.647358106
654.png,97.72543594,0.264539723
655.png,115.2161857,0.663112161
656.png,113.1701382,0.616487622
657.png,101.7830706,0.357003532
658.png,124.7070604,0.879386541
659.png,100.2716794,0.322562534
660.png,120.8578879,0.791673087
661.png,98.36182805,0.27904158
662.png,97.96654446,0.270034011
663.png,120.7629958,0.789510723
664.png,98.96632345,0.292816588
665.png,107.9904217,0.498454247
666.png,100.7682354,0.33387786
667.png,101.4794989,0.350085857
668.png,103.437385,0.394701408
669.png,126.88401,0.928994026
670.png,116.64403,0.695649324
671.png,117.3950036,0.71276222
672.png,102.1322438,0.364960356
673.png,122.4943292,0.828963678
674.png,101.4352612,0.349077786
675.png,114.8802424,0.655456815
676.png,101.8907478,0.359457238
677.png,111.378083,0.575650961
678.png,108.4761527,0.509522897
679.png,95.40331247,0.211624072
680.png,107.7859515,0.493794859
681.png,115.3576655,0.666336147
682.png,105.6998448,0.446257467
683.png,113.3775477,0.621213989
684.png,94.29197249,0.186299287
685.png,105.4276576,0.44005497
686.png,116.9798709,0.703302336
687.png,136.8516435,1
688.png,114.6886624,0.651091164
689.png,111.3286172,0.574523754
690.png,111.6863805,0.582676326
691.png,104.2417099,0.413030053
692.png,113.1701382,0.616487622
693.png,117.570199,0.716754505
694.png,97.47390213,0.258807868
695.png,101.4416323,0.349222968
696.png,113.0803258,0.614441012
697.png,112.4626155,0.600364868
698.png,113.68171,0.628145122
699.png,93.87906981,0.17689022
700.png,115.7220237,0.674639001
701.png,112.6576057,0.60480823
702.png,122.753333,0.834865757
703.png,106.7941598,0.471194293
704.png,113.6723036,0.627930773
705.png,95.40982458,0.211772468
706.png,122.8360262,0.836750137
707.png,105.0853643,0.432254923
708.png,112.8482408,0.609152348
709.png,113.2088044,0.617368732
710.png,110.0961776,0.546439397
711.png,122.7428557,0.834627004
712.png,105.2916712,0.436956165
713.png,111.9128267,0.587836494
714.png,106.5514796,0.465664191
715.png,114.319165,0.6426712
716.png,116.4443475,0.691099036
717.png,104.1160679,0.410166971
718.png,128.6829375,0.969987289
719.png,108.5212008,0.510549435
720.png,108.3002032,0.505513428
721.png,118.9233556,0.747589714
722.png,99.78044888,0.311368563
723.png,118.7386242,0.743380126
724.png,103.8532853,0.404178783
725.png,122.7989831,0.835906013
726.png,101.096338,0.341354535
727.png,95.45159617,0.212724342
728.png,110.5204547,0.55610766
729.png,126.0129238,0.90914405
730.png,100.8353327,0.335406847
731.png,99.76766768,0.31107731
732.png,96.83584177,0.244267996
733.png,100.0100326,0.316600228
734.png,104.4394164,0.417535312
735.png,109.3567133,0.529588771
736.png,91.89349958,0.131643814
737.png,95.37060394,0.210878723
738.png,115.1027521,0.66052728
739.png,115.4970615,0.66951265
740.png,120.0599191,0.773489283
741.png,103.9975493,0.407466215
742.png,114.739557,0.65225093
743.png,102.5759888,0.375072245
744.png,106.6072238,0.466934468
745.png,95.53514545,0.214628231
746.png,95.1555592,0.205978367
747.png,103.8591675,0.404312825
748.png,105.9952935,0.452990037
749.png,107.451542,0.486174465
750.png,115.2901449,0.664797514
751.png,106.0356879,0.453910529
752.png,106.8515151,0.472501284
753.png,117.8517646,0.723170713
754.png,105.5842872,0.443624185
755.png,98.28474608,0.277285066
756.png,126.2562598,0.914689097
757.png,106.8792844,0.47313408
758.png,108.1926387,0.503062289
759.png,104.0619135,0.408932922
760.png,98.11849136,0.273496518
761.png,105.9352013,0.451620679
762.png,105.1288412,0.433245657
763.png,109.3598142,0.529659433
764.png,111.5687669,0.579996192
765.png,124.0081987,0.863461151
766.png,103.5189235,0.396559476
767.png,114.6571066,0.650372082
768.png,117.6916935,0.719523074
769.png,120.0573722,0.773431245
770.png,103.460753,0.395233909
771.png,117.0912537,0.705840485
772.png,92.1264413,0.136952
773.png,115.0012263,0.658213749
774.png,114.9212228,0.65639066
775.png,113.9962542,0.635312834
776.png,115.2256876,0.663328686
777.png,97.83367969,0.26700634
778.png,115.626632,0.672465252
779.png,100.5967191,0.329969413
780.png,127.8589734,0.951211114
781.png,105.5284174,0.442351045
782.png,115.4547408,0.668548262
783.png,113.2951067,0.619335356
784.png,114.0828841,0.637286922
785.png,109.5171182,0.533244016
786.png,115.670175,0.673457493
787.png,104.1124984,0.410085631
788.png,89.37593476,0.074274521
789.png,110.8021117,0.56252595
790.png,110.5153458,0.55599124
791.png,99.15216441,0.29705146
792.png,100.4399384,0.326396755
793.png,107.7431799,0.492820196
794.png,102.6131904,0.375919981
795.png,117.3303804,0.711289611
796.png,119.7816988,0.767149306
797.png,106.350581,0.461086191
798.png,115.18362,0.662370066
799.png,106.8237215,0.471867934
800.png,115.3313487,0.66573645
801.png,123.143617,0.843759397
802.png,98.50568367,0.282319707
803.png,115.0395681,0.659087467
804.png,111.5042782,0.578526649
805.png,117.4277329,0.713508042
806.png,109.5599052,0.534219029
807.png,92.42822817,0.143829002
808.png,117.1308344,0.706742434
809.png,117.2356541,0.709131025
810.png,104.1944687,0.411953539
811.png,111.7689628,0.584558179
812.png,112.5107912,0.601462678
813.png,102.5906277,0.37540583
814.png,108.5666896,0.511586017
815.png,121.2055616,0.799595741
816.png,111.0951636,0.569203904
817.png,98.04916589,0.271916756
818.png,116.4829123,0.691977836
819.png,127.8753063,0.951583302
820.png,97.59122823,0.26148145
821.png,100.8189324,0.335033124
822.png,108.3709564,0.507125724
823.png,109.0444101,0.522472126
824.png,110.6741755,0.55961059
825.png,110.5279169,0.556277705
826.png,109.7691901,0.538988133
827.png,109.4021944,0.530625177
828.png,113.5914962,0.626089365
829.png,125.5795359,0.899268175
830.png,105.6933108,0.446108572
831.png,97.48102091,0.258970088
832.png,100.8792233,0.336407009
833.png,109.2236095,0.526555653
834.png,102.0254158,0.362526
835.png,104.5851256,0.420855677
836.png,115.88983,0.678462906
837.png,105.7206877,0.446732427
838.png,114.6753727,0.650788323
839.png,116.9253372,0.702059644
840.png,113.2432085,0.61815272
841.png,117.9044852,0.724372089
842.png,118.4526953,0.736864489
843.png,109.1717969,0.525374968
844.png,124.8490267,0.882621614
845.png,110.4578839,0.55468182
846.png,114.5472354,0.64786838
847.png,110.288921,0.550831559
848.png,109.2530532,0.527226605
849.png,105.6723956,0.445631965
850.png,97.10226832,0.250339221
851.png,112.5992089,0.603477506
852.png,122.2608891,0.823644136
853.png,98.28680323,0.277331944
854.png,93.86822957,0.176643197
855.png,96.74014804,0.242087364
856.png,124.2869577,0.869813403
857.png,97.7854773,0.265907923
858.png,122.7182775,0.834066925
859.png,103.0032791,0.384809171
860.png,104.396609,0.416559833
861.png,95.21517596,0.20733689
862.png,113.2146595,0.617502156
863.png,110.756852,0.56149459
864.png,108.108435,0.501143488
865.png,114.9480587,0.657002186
866.png,110.7746457,0.561900066
867.png,102.5827274,0.375225801
868.png,99.98552306,0.316041714
869.png,118.0033035,0.726623922
870.png,121.214856,0.799807538
871.png,123.2249176,0.845612044
872.png,121.9974529,0.817641053
873.png,116.8761142,0.700937969
874.png,116.0400424,0.681885888
875.png,108.7878798,0.516626413
876.png,116.0326626,0.68171772
877.png,110.0238283,0.544790729
878.png,119.6298514,0.763689067
879.png,108.1371506,0.501797848
